user_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment,clv_hist_items,clv_value,rfm_cluster,dept_cluster
183785,126.0,2,19,3,3,4,334,Loyal Customers,19,57.0,1,2
183788,110.0,2,28,5,3,4,534,Loyal Customers,28,84.0,2,0
183791,134.0,1,6,2,1,1,211,Hibernating,6,18.0,1,3
183792,104.0,3,25,5,4,4,544,Champions,25,75.0,0,1
183798,122.0,1,3,3,1,1,311,Hibernating,3,9.0,1,2
183799,105.0,3,5,5,4,1,541,Others,5,15.0,2,4
183800,136.0,1,5,1,1,1,111,Hibernating,5,15.0,1,2
183801,134.0,1,14,2,1,3,213,Others,14,42.0,1,0
183803,119.0,1,26,4,1,4,414,Recent Customers,26,78.0,2,0
183804,110.0,1,11,5,1,3,513,Recent Customers,11,33.0,2,2
183805,119.0,1,2,4,1,1,411,Recent Customers,2,6.0,2,0
183808,116.0,3,31,4,4,5,445,Champions,31,93.0,0,0
183809,110.0,1,20,5,1,4,514,Recent Customers,20,60.0,2,2
183810,110.0,2,21,5,3,4,534,Loyal Customers,21,63.0,2,3
183812,80.0,2,10,5,3,2,532,Others,10,30.0,2,0
183814,130.0,1,11,2,1,3,213,Others,11,33.0,1,2
183819,115.0,5,66,4,5,5,455,Champions,66,198.0,3,0
183820,130.0,1,9,2,1,2,212,Hibernating,9,27.0,1,2
183822,114.0,3,21,4,4,4,444,Champions,21,63.0,0,2
183825,101.0,2,12,5,3,3,533,Loyal Customers,12,36.0,2,2
183826,137.0,1,19,1,1,4,114,Others,19,57.0,1,3
183827,119.0,2,18,4,3,4,434,Loyal Customers,18,54.0,2,3
183828,126.0,2,17,3,3,3,333,Loyal Customers,17,51.0,1,0
183833,133.0,1,4,2,1,1,211,Hibernating,4,12.0,1,0
183836,140.0,1,1,1,1,1,111,Hibernating,1,3.0,1,1
183838,126.0,3,38,3,4,5,345,Loyal Customers,38,114.0,0,1
183839,115.0,2,19,4,3,4,434,Loyal Customers,19,57.0,2,0
183840,132.0,1,20,2,1,4,214,Others,20,60.0,1,2
183844,137.0,3,11,1,4,3,143,At Risk,11,33.0,1,0
183846,110.0,1,4,5,1,1,511,Recent Customers,4,12.0,2,0
183848,127.0,3,29,3,4,4,344,Loyal Customers,29,87.0,0,2
183849,139.0,1,14,1,1,3,113,Others,14,42.0,1,0
183853,132.0,1,3,2,1,1,211,Hibernating,3,9.0,1,0
183854,110.0,4,57,5,5,5,555,Champions,57,171.0,0,2
183856,125.0,3,5,3,4,1,341,Others,5,15.0,1,1
183861,140.0,1,13,1,1,3,113,Others,13,39.0,1,2
183862,114.0,3,23,4,4,4,444,Champions,23,69.0,0,3
183863,117.0,4,64,4,5,5,455,Champions,64,192.0,0,1
183867,106.0,4,33,5,5,5,555,Champions,33,99.0,0,2
183868,110.0,1,4,5,1,1,511,Recent Customers,4,12.0,2,0
183870,120.0,2,51,3,3,5,335,Loyal Customers,51,153.0,0,1
183871,108.0,8,58,5,5,5,555,Champions,58,174.0,3,2
183874,130.0,1,7,2,1,2,212,Hibernating,7,21.0,1,2
183876,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,0
183878,121.0,2,19,3,3,4,334,Loyal Customers,19,57.0,2,0
183880,130.0,1,15,2,1,3,213,Others,15,45.0,1,3
183884,136.0,1,6,1,1,1,111,Hibernating,6,18.0,1,0
183885,128.0,1,7,2,1,2,212,Hibernating,7,21.0,1,1
183886,125.0,2,19,3,3,4,334,Loyal Customers,19,57.0,1,2
183887,126.0,2,18,3,3,4,334,Loyal Customers,18,54.0,1,3
183889,128.0,3,21,2,4,4,244,At Risk,21,63.0,1,4
183890,76.0,5,20,5,5,4,554,Champions,20,60.0,0,1
183892,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,0
183893,136.0,1,5,1,1,1,111,Hibernating,5,15.0,1,4
183894,135.0,1,3,1,1,1,111,Hibernating,3,9.0,1,0
183897,126.0,1,7,3,1,2,312,Hibernating,7,21.0,1,0
183900,110.0,1,4,5,1,1,511,Recent Customers,4,12.0,2,3
183902,110.0,1,6,5,1,1,511,Recent Customers,6,18.0,2,2
183905,136.0,1,12,1,1,3,113,Others,12,36.0,1,0
183906,125.0,2,2,3,3,1,331,Others,2,6.0,1,1
183908,108.0,2,14,5,3,3,533,Loyal Customers,14,42.0,2,2
183910,121.0,1,9,3,1,2,312,Hibernating,9,27.0,1,2
183911,133.0,1,26,2,1,4,214,Others,26,78.0,1,0
183914,136.0,1,1,1,1,1,111,Hibernating,1,3.0,1,1
183916,132.0,1,16,2,1,3,213,Others,16,48.0,1,2
183917,130.0,2,27,2,3,4,234,Others,27,81.0,1,0
183918,99.0,2,3,5,3,1,531,Others,3,9.0,2,2
183919,125.0,2,10,3,3,2,332,Others,10,30.0,1,1
183920,106.0,3,68,5,4,5,545,Champions,68,204.0,0,0
183921,113.0,1,13,4,1,3,413,Recent Customers,13,39.0,2,2
183922,124.0,1,18,3,1,4,314,Others,18,54.0,1,0
183923,132.0,1,6,2,1,1,211,Hibernating,6,18.0,1,1
183926,116.0,4,14,4,5,3,453,Loyal Customers,14,42.0,0,4
183928,110.0,2,23,5,3,4,534,Loyal Customers,23,69.0,2,3
183931,135.0,1,21,1,1,4,114,Others,21,63.0,1,2
183932,127.0,2,27,3,3,4,334,Loyal Customers,27,81.0,1,2
183933,135.0,1,9,1,1,2,112,Hibernating,9,27.0,1,1
183934,116.0,1,16,4,1,3,413,Recent Customers,16,48.0,2,0
183935,140.0,1,12,1,1,3,113,Others,12,36.0,1,1
183936,95.0,2,28,5,3,4,534,Loyal Customers,28,84.0,2,2
183937,119.0,3,25,4,4,4,444,Champions,25,75.0,0,2
183940,127.0,1,4,3,1,1,311,Hibernating,4,12.0,1,3
183943,110.0,1,8,5,1,2,512,Recent Customers,8,24.0,2,2
183944,110.0,1,9,5,1,2,512,Recent Customers,9,27.0,2,2
183945,129.0,2,17,2,3,3,233,Others,17,51.0,1,1
183946,136.0,1,4,1,1,1,111,Hibernating,4,12.0,1,1
183947,110.0,1,3,5,1,1,511,Recent Customers,3,9.0,2,2
183948,121.0,4,32,3,5,5,355,Loyal Customers,32,96.0,0,2
183949,133.0,1,8,2,1,2,212,Hibernating,8,24.0,1,2
183952,136.0,1,11,1,1,3,113,Others,11,33.0,1,1
183953,135.0,3,40,1,4,5,145,At Risk,40,120.0,0,3
183956,122.0,1,13,3,1,3,313,Others,13,39.0,1,4
183959,115.0,3,58,4,4,5,445,Champions,58,174.0,0,0
183960,98.0,2,16,5,3,3,533,Loyal Customers,16,48.0,2,0
183962,112.0,3,26,4,4,4,444,Champions,26,78.0,0,0
183964,110.0,1,16,5,1,3,513,Recent Customers,16,48.0,2,0
183965,126.0,1,8,3,1,2,312,Hibernating,8,24.0,1,3
183966,124.0,1,19,3,1,4,314,Others,19,57.0,1,0
183968,106.0,5,55,5,5,5,555,Champions,55,165.0,3,0
183969,137.0,1,2,1,1,1,111,Hibernating,2,6.0,1,1
183970,106.0,6,50,5,5,5,555,Champions,50,150.0,3,2
183971,136.0,2,18,1,3,4,134,Others,18,54.0,1,1
183974,133.0,1,8,2,1,2,212,Hibernating,8,24.0,1,4
183975,140.0,1,12,1,1,3,113,Others,12,36.0,1,0
183976,133.0,2,7,2,3,2,232,Others,7,21.0,1,4
183980,109.0,7,112,5,5,5,555,Champions,112,336.0,3,2
183981,138.0,3,29,1,4,4,144,At Risk,29,87.0,1,2
183982,99.0,3,10,5,4,2,542,Others,10,30.0,2,2
183983,124.0,2,14,3,3,3,333,Loyal Customers,14,42.0,1,0
183984,129.0,2,19,2,3,4,234,Others,19,57.0,1,2
183985,110.0,10,150,5,5,5,555,Champions,150,450.0,3,1
183987,110.0,1,6,5,1,1,511,Recent Customers,6,18.0,2,1
183988,136.0,1,7,1,1,2,112,Hibernating,7,21.0,1,3
183989,110.0,1,18,5,1,4,514,Recent Customers,18,54.0,2,1
183991,116.0,3,44,4,4,5,445,Champions,44,132.0,0,2
183992,83.0,2,13,5,3,3,533,Loyal Customers,13,39.0,2,1
183994,120.0,1,29,3,1,4,314,Others,29,87.0,2,2
183995,108.0,4,74,5,5,5,555,Champions,74,222.0,3,0
183996,109.0,2,23,5,3,4,534,Loyal Customers,23,69.0,2,2
183997,117.0,6,120,4,5,5,455,Champions,120,360.0,3,0
184002,140.0,1,9,1,1,2,112,Hibernating,9,27.0,1,2
184003,110.0,1,17,5,1,3,513,Recent Customers,17,51.0,2,2
184006,98.0,2,31,5,3,5,535,Loyal Customers,31,93.0,2,0
184007,122.0,2,19,3,3,4,334,Loyal Customers,19,57.0,1,2
184009,121.0,1,12,3,1,3,313,Others,12,36.0,1,0
184011,90.0,7,43,5,5,5,555,Champions,43,129.0,3,0
184012,140.0,1,23,1,1,4,114,Others,23,69.0,1,0
184014,120.0,3,8,3,4,2,342,Others,8,24.0,2,2
184018,121.0,2,24,3,3,4,334,Loyal Customers,24,72.0,2,0
184019,80.0,3,9,5,4,2,542,Others,9,27.0,2,0
184020,123.0,3,53,3,4,5,345,Loyal Customers,53,159.0,0,0
184021,130.0,3,35,2,4,5,245,At Risk,35,105.0,0,2
184023,109.0,3,32,5,4,5,545,Champions,32,96.0,0,0
184025,128.0,1,11,2,1,3,213,Others,11,33.0,1,2
184028,132.0,2,15,2,3,3,233,Others,15,45.0,1,0
184029,132.0,2,11,2,3,3,233,Others,11,33.0,1,0
184030,134.0,1,14,2,1,3,213,Others,14,42.0,1,1
184031,110.0,1,21,5,1,4,514,Recent Customers,21,63.0,2,3
184032,116.0,2,13,4,3,3,433,Loyal Customers,13,39.0,2,1
184033,123.0,1,19,3,1,4,314,Others,19,57.0,1,0
184038,97.0,2,44,5,3,5,535,Loyal Customers,44,132.0,0,0
184039,125.0,2,15,3,3,3,333,Loyal Customers,15,45.0,1,1
184040,118.0,3,24,4,4,4,444,Champions,24,72.0,0,0
184043,112.0,2,61,4,3,5,435,Loyal Customers,61,183.0,0,3
184046,134.0,1,16,2,1,3,213,Others,16,48.0,1,0
184048,105.0,3,9,5,4,2,542,Others,9,27.0,2,0
184049,101.0,2,21,5,3,4,534,Loyal Customers,21,63.0,2,0
184050,110.0,1,2,5,1,1,511,Recent Customers,2,6.0,2,3
184051,128.0,2,31,2,3,5,235,Others,31,93.0,1,2
184052,110.0,1,12,5,1,3,513,Recent Customers,12,36.0,2,1
184053,80.0,2,17,5,3,3,533,Loyal Customers,17,51.0,2,1
184054,134.0,1,6,2,1,1,211,Hibernating,6,18.0,1,2
184055,120.0,4,18,3,5,4,354,Loyal Customers,18,54.0,0,0
184056,138.0,1,7,1,1,2,112,Hibernating,7,21.0,1,2
184058,122.0,3,57,3,4,5,345,Loyal Customers,57,171.0,0,2
184061,140.0,1,4,1,1,1,111,Hibernating,4,12.0,1,2
184062,118.0,4,22,4,5,4,454,Champions,22,66.0,0,0
184064,135.0,3,20,1,4,4,144,At Risk,20,60.0,1,3
184065,120.0,3,28,3,4,4,344,Loyal Customers,28,84.0,0,2
184066,112.0,1,5,4,1,1,411,Recent Customers,5,15.0,2,0
184067,88.0,4,49,5,5,5,555,Champions,49,147.0,0,2
184071,136.0,1,10,1,1,2,112,Hibernating,10,30.0,1,3
184072,125.0,3,18,3,4,4,344,Loyal Customers,18,54.0,1,0
184075,131.0,1,13,2,1,3,213,Others,13,39.0,1,2
184079,115.0,4,32,4,5,5,455,Champions,32,96.0,0,2
184081,132.0,1,7,2,1,2,212,Hibernating,7,21.0,1,0
184083,135.0,1,9,1,1,2,112,Hibernating,9,27.0,1,3
184085,92.0,7,45,5,5,5,555,Champions,45,135.0,3,2
184087,95.0,7,48,5,5,5,555,Champions,48,144.0,3,0
184088,140.0,1,3,1,1,1,111,Hibernating,3,9.0,1,0
184089,112.0,3,14,4,4,3,443,Loyal Customers,14,42.0,2,1
184094,110.0,1,6,5,1,1,511,Recent Customers,6,18.0,2,0
184098,124.0,1,7,3,1,2,312,Hibernating,7,21.0,1,1
184103,122.0,2,22,3,3,4,334,Loyal Customers,22,66.0,1,0
184106,114.0,2,17,4,3,3,433,Loyal Customers,17,51.0,2,2
184107,117.0,2,43,4,3,5,435,Loyal Customers,43,129.0,0,2
184109,122.0,1,7,3,1,2,312,Hibernating,7,21.0,1,0
184110,136.0,2,19,1,3,4,134,Others,19,57.0,1,1
184111,110.0,1,11,5,1,3,513,Recent Customers,11,33.0,2,2
184112,126.0,4,49,3,5,5,355,Loyal Customers,49,147.0,0,2
184114,116.0,2,26,4,3,4,434,Loyal Customers,26,78.0,2,0
184117,117.0,1,4,4,1,1,411,Recent Customers,4,12.0,2,3
184119,131.0,4,30,2,5,5,255,At Risk,30,90.0,0,1
184120,120.0,1,2,3,1,1,311,Hibernating,2,6.0,2,0
184125,132.0,1,4,2,1,1,211,Hibernating,4,12.0,1,1
184129,121.0,1,9,3,1,2,312,Hibernating,9,27.0,1,0
184130,120.0,1,11,3,1,3,313,Others,11,33.0,2,2
184132,137.0,1,44,1,1,5,115,Others,44,132.0,1,0
184133,124.0,1,7,3,1,2,312,Hibernating,7,21.0,1,1
184134,85.0,4,84,5,5,5,555,Champions,84,252.0,3,2
184136,113.0,4,50,4,5,5,455,Champions,50,150.0,0,2
184138,110.0,1,9,5,1,2,512,Recent Customers,9,27.0,2,3
184139,134.0,1,1,2,1,1,211,Hibernating,1,3.0,1,4
184141,134.0,1,7,2,1,2,212,Hibernating,7,21.0,1,3
184142,103.0,6,73,5,5,5,555,Champions,73,219.0,3,0
184146,127.0,1,48,3,1,5,315,Others,48,144.0,1,0
184149,115.0,1,3,4,1,1,411,Recent Customers,3,9.0,2,4
184151,122.0,1,18,3,1,4,314,Others,18,54.0,1,2
184153,112.0,3,15,4,4,3,443,Loyal Customers,15,45.0,2,1
184155,130.0,1,23,2,1,4,214,Others,23,69.0,1,0
184156,128.0,3,9,2,4,2,242,At Risk,9,27.0,1,1
184160,123.0,1,4,3,1,1,311,Hibernating,4,12.0,1,0
184162,128.0,2,11,2,3,3,233,Others,11,33.0,1,2
184167,132.0,1,7,2,1,2,212,Hibernating,7,21.0,1,4
184168,112.0,5,62,4,5,5,455,Champions,62,186.0,3,0
184169,120.0,1,3,3,1,1,311,Hibernating,3,9.0,2,2
184171,132.0,1,10,2,1,2,212,Hibernating,10,30.0,1,2
184173,110.0,1,7,5,1,2,512,Recent Customers,7,21.0,2,4
184175,129.0,4,34,2,5,5,255,At Risk,34,102.0,0,1
184177,112.0,1,10,4,1,2,412,Recent Customers,10,30.0,2,1
184181,102.0,4,7,5,5,2,552,Others,7,21.0,0,0
184182,74.0,4,30,5,5,5,555,Champions,30,90.0,0,2
184183,128.0,2,3,2,3,1,231,Others,3,9.0,1,3
184184,110.0,1,2,5,1,1,511,Recent Customers,2,6.0,2,0
184187,135.0,1,8,1,1,2,112,Hibernating,8,24.0,1,3
184188,140.0,1,4,1,1,1,111,Hibernating,4,12.0,1,1
184190,128.0,1,16,2,1,3,213,Others,16,48.0,1,0
184195,131.0,1,7,2,1,2,212,Hibernating,7,21.0,1,2
184196,126.0,1,6,3,1,1,311,Hibernating,6,18.0,1,3
184201,122.0,1,16,3,1,3,313,Others,16,48.0,1,3
184202,105.0,2,22,5,3,4,534,Loyal Customers,22,66.0,2,2
184203,118.0,1,10,4,1,2,412,Recent Customers,10,30.0,2,2
184204,126.0,1,2,3,1,1,311,Hibernating,2,6.0,1,1
184205,124.0,2,33,3,3,5,335,Loyal Customers,33,99.0,1,0
184208,131.0,1,1,2,1,1,211,Hibernating,1,3.0,1,0
184209,82.0,2,8,5,3,2,532,Others,8,24.0,2,0
184211,131.0,1,12,2,1,3,213,Others,12,36.0,1,2
184212,125.0,1,18,3,1,4,314,Others,18,54.0,1,1
184213,134.0,2,15,2,3,3,233,Others,15,45.0,1,2
184214,115.0,1,12,4,1,3,413,Recent Customers,12,36.0,2,0
184215,112.0,5,73,4,5,5,455,Champions,73,219.0,3,0
184217,134.0,1,5,2,1,1,211,Hibernating,5,15.0,1,1
184219,96.0,3,40,5,4,5,545,Champions,40,120.0,0,2
184224,135.0,2,29,1,3,4,134,Others,29,87.0,1,2
184225,114.0,2,17,4,3,3,433,Loyal Customers,17,51.0,2,3
184228,119.0,2,4,4,3,1,431,Others,4,12.0,2,3
184231,102.0,3,45,5,4,5,545,Champions,45,135.0,0,1
184232,131.0,1,19,2,1,4,214,Others,19,57.0,1,1
184233,120.0,2,23,3,3,4,334,Loyal Customers,23,69.0,2,2
184238,118.0,1,2,4,1,1,411,Recent Customers,2,6.0,2,3
184240,140.0,1,7,1,1,2,112,Hibernating,7,21.0,1,0
184241,129.0,2,13,2,3,3,233,Others,13,39.0,1,2
184245,76.0,3,38,5,4,5,545,Champions,38,114.0,0,2
184247,135.0,1,17,1,1,3,113,Others,17,51.0,1,0
184248,128.0,3,39,2,4,5,245,At Risk,39,117.0,0,2
184251,110.0,1,24,5,1,4,514,Recent Customers,24,72.0,2,0
184252,110.0,1,8,5,1,2,512,Recent Customers,8,24.0,2,2
184253,132.0,1,13,2,1,3,213,Others,13,39.0,1,1
184255,128.0,2,34,2,3,5,235,Others,34,102.0,1,0
184258,97.0,3,17,5,4,3,543,Loyal Customers,17,51.0,2,3
184266,80.0,2,36,5,3,5,535,Loyal Customers,36,108.0,0,2
184267,80.0,2,7,5,3,2,532,Others,7,21.0,2,0
184268,126.0,1,16,3,1,3,313,Others,16,48.0,1,1
184269,133.0,1,17,2,1,3,213,Others,17,51.0,1,0
184270,133.0,1,10,2,1,2,212,Hibernating,10,30.0,1,0
184272,111.0,1,8,4,1,2,412,Recent Customers,8,24.0,2,0
184274,118.0,2,22,4,3,4,434,Loyal Customers,22,66.0,2,0
184275,139.0,1,6,1,1,1,111,Hibernating,6,18.0,1,1
184276,135.0,1,8,1,1,2,112,Hibernating,8,24.0,1,2
184278,96.0,2,24,5,3,4,534,Loyal Customers,24,72.0,2,0
184283,110.0,1,8,5,1,2,512,Recent Customers,8,24.0,2,2
184284,135.0,1,1,1,1,1,111,Hibernating,1,3.0,1,0
184285,122.0,1,19,3,1,4,314,Others,19,57.0,1,0
184289,123.0,3,26,3,4,4,344,Loyal Customers,26,78.0,0,2
184292,116.0,2,14,4,3,3,433,Loyal Customers,14,42.0,2,2
184294,110.0,2,14,5,3,3,533,Loyal Customers,14,42.0,2,2
184296,88.0,6,98,5,5,5,555,Champions,98,294.0,3,2
184297,127.0,1,9,3,1,2,312,Hibernating,9,27.0,1,0
184299,85.0,2,10,5,3,2,532,Others,10,30.0,2,2
184300,137.0,1,6,1,1,1,111,Hibernating,6,18.0,1,1
184301,121.0,4,20,3,5,4,354,Loyal Customers,20,60.0,0,0
184304,116.0,2,9,4,3,2,432,Others,9,27.0,2,0
184306,119.0,1,9,4,1,2,412,Recent Customers,9,27.0,2,1
184307,110.0,1,10,5,1,2,512,Recent Customers,10,30.0,2,0
184310,132.0,1,1,2,1,1,211,Hibernating,1,3.0,1,3
184313,81.0,2,30,5,3,5,535,Loyal Customers,30,90.0,2,0
184320,132.0,1,16,2,1,3,213,Others,16,48.0,1,2
184321,136.0,1,15,1,1,3,113,Others,15,45.0,1,2
184323,104.0,3,9,5,4,2,542,Others,9,27.0,2,2
184324,110.0,1,11,5,1,3,513,Recent Customers,11,33.0,2,4
184326,136.0,2,13,1,3,3,133,Others,13,39.0,1,3
184328,125.0,1,21,3,1,4,314,Others,21,63.0,1,2
184329,133.0,1,4,2,1,1,211,Hibernating,4,12.0,1,1
184330,124.0,1,21,3,1,4,314,Others,21,63.0,1,1
184331,80.0,2,2,5,3,1,531,Others,2,6.0,2,4
184334,133.0,2,11,2,3,3,233,Others,11,33.0,1,1
184336,137.0,1,30,1,1,5,115,Others,30,90.0,1,2
184337,91.0,3,46,5,4,5,545,Champions,46,138.0,0,2
184338,133.0,1,6,2,1,1,211,Hibernating,6,18.0,1,1
184340,140.0,1,10,1,1,2,112,Hibernating,10,30.0,1,0
184343,103.0,5,30,5,5,5,555,Champions,30,90.0,0,3
184345,122.0,1,16,3,1,3,313,Others,16,48.0,1,2
184347,117.0,1,7,4,1,2,412,Recent Customers,7,21.0,2,0
184349,106.0,2,13,5,3,3,533,Loyal Customers,13,39.0,2,3
184350,111.0,1,4,4,1,1,411,Recent Customers,4,12.0,2,0
184351,130.0,2,19,2,3,4,234,Others,19,57.0,1,0
184352,108.0,5,126,5,5,5,555,Champions,126,378.0,3,2
184353,135.0,1,6,1,1,1,111,Hibernating,6,18.0,1,2
184354,135.0,1,15,1,1,3,113,Others,15,45.0,1,0
184355,134.0,1,4,2,1,1,211,Hibernating,4,12.0,1,3
184357,127.0,1,27,3,1,4,314,Others,27,81.0,1,2
184359,77.0,5,93,5,5,5,555,Champions,93,279.0,3,2
184360,108.0,6,13,5,5,3,553,Loyal Customers,13,39.0,0,0
184361,128.0,3,16,2,4,3,243,At Risk,16,48.0,1,1
184362,136.0,1,9,1,1,2,112,Hibernating,9,27.0,1,1
184363,119.0,2,21,4,3,4,434,Loyal Customers,21,63.0,2,0
184365,133.0,1,4,2,1,1,211,Hibernating,4,12.0,1,0
184366,132.0,1,8,2,1,2,212,Hibernating,8,24.0,1,2
184369,122.0,1,25,3,1,4,314,Others,25,75.0,1,2
184370,132.0,1,4,2,1,1,211,Hibernating,4,12.0,1,3
184371,110.0,1,5,5,1,1,511,Recent Customers,5,15.0,2,2
184372,99.0,2,7,5,3,2,532,Others,7,21.0,2,1
184373,98.0,2,54,5,3,5,535,Loyal Customers,54,162.0,0,2
184375,139.0,1,6,1,1,1,111,Hibernating,6,18.0,1,0
184380,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,1
184383,126.0,2,24,3,3,4,334,Loyal Customers,24,72.0,1,0
184385,102.0,2,48,5,3,5,535,Loyal Customers,48,144.0,0,2
184387,110.0,1,12,5,1,3,513,Recent Customers,12,36.0,2,2
184388,119.0,3,29,4,4,4,444,Champions,29,87.0,0,3
184391,129.0,1,24,2,1,4,214,Others,24,72.0,1,0
184392,127.0,1,10,3,1,2,312,Hibernating,10,30.0,1,2
184393,113.0,3,43,4,4,5,445,Champions,43,129.0,0,2
184394,112.0,4,14,4,5,3,453,Loyal Customers,14,42.0,0,4
184396,93.0,8,83,5,5,5,555,Champions,83,249.0,3,2
184397,133.0,1,12,2,1,3,213,Others,12,36.0,1,0
184398,103.0,2,28,5,3,4,534,Loyal Customers,28,84.0,2,2
184401,114.0,3,24,4,4,4,444,Champions,24,72.0,0,2
184403,132.0,1,9,2,1,2,212,Hibernating,9,27.0,1,0
184406,130.0,1,20,2,1,4,214,Others,20,60.0,1,2
184408,110.0,1,18,5,1,4,514,Recent Customers,18,54.0,2,2
184410,136.0,1,20,1,1,4,114,Others,20,60.0,1,0
184412,133.0,1,5,2,1,1,211,Hibernating,5,15.0,1,3
184413,137.0,1,1,1,1,1,111,Hibernating,1,3.0,1,0
184414,119.0,6,54,4,5,5,455,Champions,54,162.0,3,2
184415,134.0,1,12,2,1,3,213,Others,12,36.0,1,1
184419,90.0,3,29,5,4,4,544,Champions,29,87.0,0,2
184420,94.0,3,17,5,4,3,543,Loyal Customers,17,51.0,2,0
184421,123.0,2,10,3,3,2,332,Others,10,30.0,1,1
184425,29.0,4,10,5,5,2,552,Others,10,30.0,2,0
184426,121.0,2,15,3,3,3,333,Loyal Customers,15,45.0,2,3
184427,120.0,3,36,3,4,5,345,Loyal Customers,36,108.0,0,0
184430,80.0,2,14,5,3,3,533,Loyal Customers,14,42.0,2,2
184432,80.0,2,9,5,3,2,532,Others,9,27.0,2,0
184437,135.0,3,29,1,4,4,144,At Risk,29,87.0,1,2
184438,136.0,1,13,1,1,3,113,Others,13,39.0,1,1
184439,130.0,1,7,2,1,2,212,Hibernating,7,21.0,1,3
184440,116.0,4,17,4,5,3,453,Loyal Customers,17,51.0,0,2
184442,125.0,1,12,3,1,3,313,Others,12,36.0,1,2
184443,126.0,1,8,3,1,2,312,Hibernating,8,24.0,1,2
184447,131.0,1,3,2,1,1,211,Hibernating,3,9.0,1,0
184448,119.0,1,8,4,1,2,412,Recent Customers,8,24.0,2,0
184449,128.0,2,15,2,3,3,233,Others,15,45.0,1,0
184450,107.0,2,30,5,3,5,535,Loyal Customers,30,90.0,2,2
184451,131.0,6,120,2,5,5,255,At Risk,120,360.0,3,1
184458,95.0,6,56,5,5,5,555,Champions,56,168.0,3,0
184459,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,3
184461,136.0,1,7,1,1,2,112,Hibernating,7,21.0,1,0
184462,127.0,2,7,3,3,2,332,Others,7,21.0,1,2
184465,37.0,4,42,5,5,5,555,Champions,42,126.0,3,2
184468,125.0,2,22,3,3,4,334,Loyal Customers,22,66.0,1,4
184472,133.0,1,5,2,1,1,211,Hibernating,5,15.0,1,2
184473,132.0,1,22,2,1,4,214,Others,22,66.0,1,2
184475,110.0,1,1,5,1,1,511,Recent Customers,1,3.0,2,3
184477,140.0,1,10,1,1,2,112,Hibernating,10,30.0,1,2
184478,128.0,1,8,2,1,2,212,Hibernating,8,24.0,1,2
184480,138.0,1,7,1,1,2,112,Hibernating,7,21.0,1,1
184481,124.0,1,11,3,1,3,313,Others,11,33.0,1,0
184484,111.0,2,4,4,3,1,431,Others,4,12.0,2,4
184485,129.0,1,7,2,1,2,212,Hibernating,7,21.0,1,0
184486,110.0,1,8,5,1,2,512,Recent Customers,8,24.0,2,1
184487,133.0,1,11,2,1,3,213,Others,11,33.0,1,1
184488,127.0,3,6,3,4,1,341,Others,6,18.0,1,2
184490,123.0,3,43,3,4,5,345,Loyal Customers,43,129.0,0,2
184493,115.0,1,5,4,1,1,411,Recent Customers,5,15.0,2,2
184494,132.0,1,5,2,1,1,211,Hibernating,5,15.0,1,0
184496,127.0,2,14,3,3,3,333,Loyal Customers,14,42.0,1,2
184501,120.0,3,10,3,4,2,342,Others,10,30.0,2,4
184502,130.0,1,33,2,1,5,215,Others,33,99.0,1,0
184503,127.0,1,6,3,1,1,311,Hibernating,6,18.0,1,3
184509,93.0,3,64,5,4,5,545,Champions,64,192.0,0,2
184511,112.0,4,16,4,5,3,453,Loyal Customers,16,48.0,0,2
184513,114.0,2,12,4,3,3,433,Loyal Customers,12,36.0,2,2
184516,117.0,1,6,4,1,1,411,Recent Customers,6,18.0,2,3
184517,109.0,2,7,5,3,2,532,Others,7,21.0,2,3
184523,119.0,1,31,4,1,5,415,Recent Customers,31,93.0,2,0
184524,130.0,2,18,2,3,4,234,Others,18,54.0,1,3
184527,127.0,2,13,3,3,3,333,Loyal Customers,13,39.0,1,2
184528,88.0,2,19,5,3,4,534,Loyal Customers,19,57.0,2,2
184529,110.0,1,1,5,1,1,511,Recent Customers,1,3.0,2,0
184532,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,3
184533,121.0,2,31,3,3,5,335,Loyal Customers,31,93.0,0,0
184536,108.0,2,13,5,3,3,533,Loyal Customers,13,39.0,2,0
184537,140.0,1,5,1,1,1,111,Hibernating,5,15.0,1,1
184538,132.0,2,15,2,3,3,233,Others,15,45.0,1,0
184539,126.0,1,1,3,1,1,311,Hibernating,1,3.0,1,4
184542,134.0,2,10,2,3,2,232,Others,10,30.0,1,2
184544,126.0,1,8,3,1,2,312,Hibernating,8,24.0,1,2
184545,124.0,1,4,3,1,1,311,Hibernating,4,12.0,1,3
184547,136.0,1,3,1,1,1,111,Hibernating,3,9.0,1,0
184548,135.0,1,16,1,1,3,113,Others,16,48.0,1,2
184557,130.0,2,14,2,3,3,233,Others,14,42.0,1,3
184558,117.0,1,4,4,1,1,411,Recent Customers,4,12.0,2,0
184560,140.0,1,7,1,1,2,112,Hibernating,7,21.0,1,0
184561,125.0,5,24,3,5,4,354,Loyal Customers,24,72.0,0,1
